"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Comprehensive Process Drift Detection with Visual Analytics","https://scispace.com/paper/comprehensive-process-drift-detection-with-visual-analytics-3wfjao3tb1","2019","","","Anton Yeshchenko
Claudio Di Ciccio
Jan Mendling
Artem Polyvyanyy","","https://minerva-access.unimelb.edu.au/bitstream/handle/11343/258888/057 - ER 2019 - Comprehensive Process Drift Detection with Visual Analytics - POSTPRINT.pdf","Recent research has introduced ideas from concept drift into process mining to enable the analysis of changes in business processes over time. This stream of research, however, has not yet addressed the challenges of drift categorization, drilling-down, and quantification. In this paper, we propose a novel technique for managing process drifts, called Visual Drift Detection (VDD), which fulfills these requirements. The technique starts by clustering declarative process constraints discovered from recorded logs of executed business processes based on their similarity and then applies change point detection on the identified clusters to detect drifts. VDD complements these features with detailed visualizations and explanations of drifts. Our evaluation, both on synthetic and real-world logs, demonstrates all the aforementioned capabilities of the technique.","In this paper, the authors propose a technique for managing process drifts, called Visual Drift Detection (VDD), which fulfills the requirements of drift categorization, drilling-down, and quantification."
"Towards non-parametric drift detection via Dynamic Adapting Window Independence Drift Detection (DAWIDD)","https://scispace.com/paper/towards-non-parametric-drift-detection-via-dynamic-adapting-3b373cqg4m","2020","Proceedings Article","International Conference on Machine Learning","Fabian Hinder
André Artelt
Citec Barbara Hammer","","https://scispace.com/pdf/towards-non-parametric-drift-detection-via-dynamic-adapting-3b373cqg4m.pdf","The notion of concept drift refers to the phenomenon that the distribution, which is underlying the observed data, changes over time; as a consequence machine learning models may become inaccurate and need adjustment. Many online learning schemes include drift detection to actively detect and react to observed changes. Yet, reliable drift detection constitutes a challenging problem in particular in the context of high dimensional data, varying drift characteristics, and the absence of a parametric model such as a classification scheme which reflects the drift. In this paper we present a novel concept drift detection method, Dynamic Adapting Window Independence Drift Detection (DAWIDD), which aims for non-parametric drift detection of diverse drift characteristics. For this purpose, we establish a mathematical equivalence of the presence of drift to the dependency of specific random variables in an according drift process. This allows us to rely on independence tests rather than parametric models or the classification loss, resulting in a fairly robust scheme to universally detect different types of drift, as it is also confirmed in experiments.","A novel concept drift detection method, Dynamic Adapting Window Independence Drift Detection (DAWIDD), which aims for non-parametric drift detection of diverse drift characteristics and establishes a mathematical equivalence of the presence of drift to the dependency of specific random variables in an according drift process."
"RDDM: Reactive drift detection method","https://scispace.com/paper/rddm-reactive-drift-detection-method-3dqroh5i0c","2017","Journal Article","Expert Systems With Applications","Roberto Souto Maior de Barros
Danilo Rafael de Lima Cabral
Paulo Mauricio Gonçalves
Silas Garrido Teixeira de Carvalho Santos","10.1016/J.ESWA.2017.08.023","","Concept drift detectors are online learning software that mostly attempt to estimate the drift positions in data streams in order to modify the base classifier after these changes and improve accuracy. This is very important in applications such as the detection of anomalies in TCP/IP traffic and/or frauds in financial transactions. Drift Detection Method (DDM) is a simple, efficient, well-known method whose performance is often impaired when the concepts are very long. This article proposes the Reactive Drift Detection Method (RDDM) , which is based on DDM and, among other modifications, discards older instances of very long concepts aiming to detect drifts earlier, improving the final accuracy. Experiments run in MOA, using abrupt and gradual concept drift versions of different dataset generators and sizes (48 artificial datasets in total), as well as three real-world datasets, suggest RDDM beats the accuracy results of DDM, ECDD, and STEPD in most scenarios.","The Reactive Drift Detection Method (RDDM) is proposed, which is based on DDM and, among other modifications, discards older instances of very long concepts aiming to detect drifts earlier, improving the final accuracy."
"An unsupervised methodology for online drift detection in multivariate industrial datasets","https://scispace.com/paper/an-unsupervised-methodology-for-online-drift-detection-in-38g4f5iew1","2020","Proceedings Article","International Conference on Data Mining","Sarah Klein
Mathias Verbeke","10.1109/ICDMW51313.2020.00061","","Slight deviations in the evolution of measured parameters of industrial machinery or processes can signal performance degradations and upcoming failures. Therefore, the timely and accurate detection of these drifts is important, yet complicated by the fact that industrial datasets are often multivariate in nature, inherently dynamic and often noisy. In this paper, a robust drift detection approach is proposed that extends a semi-parametric log-likelihood detector with adaptive windowing, allowing to dynamically adapt to the newly incoming data over time. It is shown that the approach is more accurate and can strongly reduce the computation time when compared to non-adaptive approaches, while achieving a similar detection delay. When evaluated on an industrial data set, the methodology can compete with offline drift detection methods.","In this article, a robust drift detection approach is proposed that extends a semi-parametric log-likelihood detector with adaptive windowing, allowing to dynamically adapt to the newly incoming data over time."
"Comparison of Off-the-Shelf Methods and a Hotelling Multidimensional Approximation for Data Drift Detection","https://scispace.com/paper/comparison-of-off-the-shelf-methods-and-a-hotelling-16dr56lqik1k","2024","Journal Article","Machine learning and knowledge extraction","J. Ramón Navarro-Cerdán
Vicent Ortiz Castelló
David Millán Escrivá","10.3390/make7010002","","Data drift can significantly impact the outcome of a model. Early detection of data drift is crucial for ensuring user confidence in predictions. It allows the user to check if a particular model needs retraining using updated data to adapt to the evolving process dynamics. This study compares five different statistical tests, namely four unidimensional and a new multidimensional test (MSPC), to identify data drift in both mean and deviation. While some are designed to detect drift in mean only, like our multidimensional proposal, others respond to changes in both mean and deviation. However, our Hotelling multidimensional method can be trained once and then applied in a single stage to any data stream with several attributes, and it can identify the most relevant variables causing a data drift with one execution, thus avoiding the need for a single univariate test for each attribute. Moreover, our method yields the relative importance of each attribute for drift and allows users to increase or decrease the relative weight of each variable regarding drift detection. It also may be capable of detecting drift due to changes in multivariate interactions. This behavior is especially suitable for real-world scenarios, such as industry, finance, or healthcare environments. ","This study compares five statistical tests, including a new Hotelling multidimensional method, to detect data drift in mean and deviation, with the multidimensional method offering a single-stage, attribute-weighted approach suitable for real-world scenarios."
"Evaluation of Drift Detection Algorithms in the Condition Monitoring Domain","https://scispace.com/paper/evaluation-of-drift-detection-algorithms-in-the-condition-232ienhikgy6","","Journal Article","IEEE Transactions on Industrial Informatics","Alireza Estaji
Maximilian Götzinger
Benedikt Tutzer
Stefan Kollmann
Thilo Sauter
Axel Jantsch","10.1109/tii.2024.3452208","","In condition monitoring, early detection of process signal drifts indicating, e.g., equipment degradation is crucial. exponentially weighted moving average (EWMA), cumulative sum (CUSUM), and discrete average block (DAB)-based drift detectors are statistical and commonly used methods. Each has benefits and limitations, suited to different data types. However, EWMA and CUSUM are fixed mean drift detectors, limiting their applicability and adaptability. This article explores adding dynamic behavior to drift detection methods. We use a wide range of synthetic data based on a real-world manufacturing process. The investigated parameter space includes standard deviation, drift rates, and outliers. Besides, each algorithm has some tuning parameters that define its behavior. Two metrics validate experiments against labeled data. Based on our observations, EWMA performs better for drift detection on average, but CUSUM is superior in detecting very small drifts. Furthermore, we derive guidelines for the choice and application of drift detection in practice.","This study evaluates EWMA, CUSUM, and DAB-based drift detectors in condition monitoring, exploring their adaptability and performance on synthetic data with varying parameters, and provides guidelines for their choice and application in practice."
"Concept Drift Detection Delay Index","https://scispace.com/paper/concept-drift-detection-delay-index-29zrzdad","2023","Journal Article","IEEE Transactions on Knowledge and Data Engineering","Anjin Liu
Jie Lu
Yiliao Song
Junyu Xuan
Guang-Lin Zhang","10.1109/TKDE.2022.3153349","","Data streams may encounter data distribution changes, which can significantly impair the accuracy of models. Concept drift detection tracks data distribution changes and signals when to update models. Many drift detection methods apply thresholds to distinguish between drift or non-drift streams and to claim their method outperforms others with non-aligned drift thresholds. We consider that selecting a proper drift threshold could be more important than developing a new drift detection algorithm, and different drift detection algorithms may end up with very similar performance with aligned drift thresholds. To better understand this process, we propose a novel threshold selection algorithm to align the drift thresholds of a set of algorithms so that they are all at the same sensitivity level. Based on comprehensive experiment evaluations, we observed that several state-of-the-art drift detection algorithms could achieve similar results by aligning their thresholds, providing a novel insight to explain how drift detection algorithms contribute to data stream learning. We noticed that a higher detection sensitivity improves accuracy for data streams with frequent distribution change. The evaluation results are showing that drift thresholds should not be fixed during stream learning. Rather, they should adjust dynamically based on the prevailing conditions of the data stream.","In this paper , a threshold selection algorithm was proposed to align the drift thresholds of a set of algorithms so that they are all at the same sensitivity level, and the authors observed that several state-of-the-art drift detection algorithms could achieve similar results by aligning their thresholds."
"Unveiling dynamics changes: Singular spectrum analysis-based method for detecting concept drift in industrial data streams","https://scispace.com/paper/unveiling-dynamics-changes-singular-spectrum-analysis-based-47frj0hp60","2024","Journal Article","Knowledge Based Systems","Yuyan Zhang
Zhe Liu
Chunjie Yang
Xiaoke Huang
Siwei Lou
Hanwen Zhang
Duojin Yan","10.1016/j.knosys.2024.111640","","Industrial data streams frequently experience concept drifts. Current drift detection methods, focusing on prediction performance or data distribution, often neglect temporal dependencies and require prior distribution assumptions. These limitations have catalyzed the development of dynamic theory-based approaches that identify drifts by discerning variations in data dynamics. However, the majority of these exhibit high complexity in dynamics characterization and still underperform in industrial drift detection. To overcome these challenges, we propose a singular spectrum analysis-based drift detection method for industry data streams, comprising three modules: common dynamics extraction, noise-robust drift detection, and threshold adaptation. Our approach uses singular spectrum analysis (SSA) as the dynamics representation method instead of traditional high-dimensional phase space embedding and Fourier transform. SSA allows for the efficient description of principal dynamics by intelligently mixing the Fourier basis functions according to given data. The first two modules are specifically engineered to address the common dynamics and stochastic noise inherent in industrial data streams through a well-designed online common dynamics extraction algorithm and a noise-robust detection index respectively. Threshold adaptation module provides a more reasonable way of updating the drift threshold based on the extreme value theory, ensuring global consistency for parameter estimation of extreme value distribution. Our proposed method was tested on simulated examples and a real-world sintering process, exhibiting enhanced drift detection performance. ","Researchers propose a singular spectrum analysis-based method for detecting concept drift in industrial data streams, addressing limitations of existing methods by efficiently extracting common dynamics and adapting to noise and threshold changes."
"Tackling data and model drift in AI: Strategies for maintaining accuracy during ML model inference","https://scispace.com/paper/tackling-data-and-model-drift-in-ai-strategies-for-4hpuyvpizq23","2023","Journal Article","International Journal of Science and Research Archive","Surya Gangadhar Patchipala","10.30574/ijsra.2023.10.2.0855","","In machine learning (ML) and artificial intelligence (AI), model accuracy over time is very important, particularly in dynamic environments where data and relationships change. Data and model drift pose challenging issues that this paper seeks to explore: shifts in input data distributions or underlying model structures that continuously degrade predictive performance. It analyzes different drift types in-depth, including covariate, prior probability, concept drift for dasta, parameters, hyperparameter, and algorithmic model drift. Key causes, ranging from environmental changes to evolving data sources and overfitting, contribute to decreased model reliability. The article also discusses practical strategies for detecting and mitigating Drift, such as regular monitoring, statistical tests, and performance tracking, alongside solutions like automated recalibration, ensemble methods, and online learning models to enhance adaptability. Furthermore, the importance of feedback loops and computerized systems in handling Drift is emphasized, with real-world case studies illustrating drift impacts in financial and healthcare applications. Finally, future AI system drift management will be highlighted from emerging directions such as AI-based drift prediction, transfer learning, and robust model design.","This paper explores data and model drift in AI, analyzing drift types and causes, and proposes practical strategies for detection and mitigation, including monitoring, statistical tests, and adaptive models, with real-world case studies in finance and healthcare."
"Detecting drift from event streams of unpredictable business processes","https://scispace.com/paper/detecting-drift-from-event-streams-of-unpredictable-business-1ofdon1e3o","2016","Book Chapter","International Conference on Conceptual Modeling","Alireza Ostovar
Abderrahmane Maaradji
Marcello La Rosa
Arthur H. M. ter Hofstede
Arthur H. M. ter Hofstede
Boudewijn F. van Dongen","10.1007/978-3-319-46397-1_26","","Existing business process drift detection methods do not work with event streams. As such, they are designed to detect inter-trace drifts only, i.e. drifts that occur between complete process executions (traces), as recorded in event logs. However, process drift may also occur during the execution of a process, and may impact ongoing executions. Existing methods either do not detect such intra-trace drifts, or detect them with a long delay. Moreover, they do not perform well with unpredictable processes, i.e. processes whose logs exhibit a high number of distinct executions to the total number of executions. We address these two issues by proposing a fully automated and scalable method for online detection of process drift from event streams. We perform statistical tests over distributions of behavioral relations between events, as observed in two adjacent windows of adaptive size, sliding along with the stream. An extensive evaluation on synthetic and real-life logs shows that our method is fast and accurate in the detection of typical change patterns, and performs significantly better than the state of the art.","In this article, the authors propose a fully automated and scalable method for online detection of process drift from event streams, which performs statistical tests over distributions of behavioral relations between events, as observed in two adjacent windows of adaptive size, sliding along with the stream."
"Detecting Drift in Deep Learning: A Methodology Primer","https://scispace.com/paper/detecting-drift-in-deep-learning-a-methodology-primer-b2skd1o1","2022","Journal Article","IT Professional","","10.1109/mitp.2022.3191318","","Supervised machine learning models are trained on historical data to learn a static mapping between their input and output variables. However, when they are deployed on continuously streamed data, whose nature is likely to change over time (data or concept drift), model performance may suddenly and substantially degrade, forcing practitioners to continuously update the models to reflect the new data distribution. Few methods, however, are available to reliably detect data drift on heterogeneous data types (structured and unstructured), possibly without requiring labeled data at inference time. In this article, we review existing methods for dataset drift detection, discuss their applicability to deep neural networks, and experiment on a practical case study related to semistructured document analysis. ","In this article , the authors review existing methods for dataset drift detection, discuss their applicability to deep neural networks, and experiment on a practical case study related to semistructured document analysis."
"Detecting Drift in Deep Learning: A Methodology Primer","https://scispace.com/paper/detecting-drift-in-deep-learning-a-methodology-primer-yz26eege","2022","Journal Article","","Lu Witzig Piano
Fabio Garcea
Valentina Gatteschi
Fabrizio Lamberti
Lia Morra","10.1109/MITP.2022.3191318","","Supervised machine learning models are trained on historical data to learn a static mapping between their input and output variables. However, when they are deployed on continuously streamed data, whose nature is likely to change over time (data or concept drift), model performance may suddenly and substantially degrade, forcing practitioners to continuously update the models to reflect the new data distribution. Few methods, however, are available to reliably detect data drift on heterogeneous data types (structured and unstructured), possibly without requiring labeled data at inference time. In this article, we review existing methods for dataset drift detection, discuss their applicability to deep neural networks, and experiment on a practical case study related to semistructured document analysis.","In this paper , the authors review existing methods for dataset drift detection, discuss their applicability to deep neural networks, and experiment on a practical case study related to semistructured document analysis."
"Characterizing drift from event streams of business processes","https://scispace.com/paper/characterizing-drift-from-event-streams-of-business-2ufopi3w0j","2017","Book Chapter","Conference on Advanced Information Systems Engineering","Alireza Ostovar
Abderrahmane Maaradji
Marcello La Rosa
Arthur H. M. ter Hofstede","10.1007/978-3-319-59536-8_14","https://scispace.com/pdf/characterizing-drift-from-event-streams-of-business-2ufopi3w0j.pdf","Early detection of business process drifts from event logs enables analysts to identify changes that may negatively affect process performance. However, detecting a process drift without characterizing its nature is not enough to support analysts in understanding and rectifying process performance issues. We propose a method to characterize process drifts from event streams, in terms of the behavioral relations that are modified by the drift. The method builds upon a technique for online drift detection, and relies on a statistical test to select the behavioral relations extracted from the stream that have the highest explanatory power. The selected relations are then mapped to typical change patterns to explain the detected drifts. An extensive evaluation on synthetic and real-life logs shows that our method is fast and accurate in characterizing process drifts, and performs significantly better than alternative techniques.","In this article, the authors proposed a method to characterize process drifts from event streams, in terms of the behavioral relations that are modified by the drift, and mapped the selected relations to typical change patterns to explain the detected drifts."
"Augur","https://scispace.com/paper/augur-2wqai734","2022","Proceedings Article","","Grace A. Lewis
Sebastian Echeverria
Lena Pons
Jeffrey Chrabaszcz","10.1145/3526073.3527590","","The inference quality of deployed machine learning (ML) models degrades over time due to differences between training and production data, typically referred to as drift. While large organizations rely on periodic training to evade drift, the reality is that not all organizations have the data and the resources required to do so. We propose a process for drift behavior analysis at model development time that determines the set of metrics and thresholds to monitor for runtime drift detection. Better understanding of how models will react to drift before they are deployed, combined with a mechanism for how to detect this drift in production, is an important aspect of Responsible AI. The toolset and experiments reported in this paper provide an initial demonstration of (1) drift behavior analysis as a part of the model development process, (2) metrics and thresholds that need to be monitored for drift detection in production, and (3) libraries for drift detection that can be embedded in production monitoring infrastructures. ","In this paper , the authors propose a process for drift behavior analysis at model development time that determines the set of metrics and thresholds to monitor for runtime drift detection in machine learning models."
"Detecting drift from event streams of unpredictable business processes","https://scispace.com/paper/detecting-drift-from-event-streams-of-unpredictable-business-3iiucz0aa7","2016","Journal Article","Science & Engineering Faculty","Alireza Ostovar
Abderrahmane Maaradji
Marcello La Rosa
Arthur H. M. ter Hofstede
Arthur H. M. ter Hofstede
Boudewijn F. van Dongen","","","Existing business process drift detection methods do not work with event streams. As such, they are designed to detect inter-trace drifts only, i.e. drifts that occur between complete process executions (traces), as recorded in event logs. However, process drift may also occur during the execution of a process, and may impact ongoing executions. Existing methods either do not detect such intra-trace drifts, or detect them with a long delay. Moreover, they do not perform well with unpredictable processes, i.e. processes whose logs exhibit a high number of distinct executions to the total number of executions. We address these two issues by proposing a fully automated and scalable method for online detection of process drift from event streams. We perform statistical tests over distributions of behavioral relations between events, as observed in two adjacent windows of adaptive size, sliding along with the stream. An extensive evaluation on synthetic and real-life logs shows that our method is fast and accurate in the detection of typical change patterns, and performs significantly better than the state of the art.","This work proposes a fully automated and scalable method for online detection of process drift from event streams that is fast and accurate in the detection of typical change patterns, and performs significantly better than the state of the art."
"Transformation drift detection and remediation","https://scispace.com/paper/transformation-drift-detection-and-remediation-19zyh2cf92","2019","Patent","","Shah Rupal Jatinkumar","","","In various example embodiments, a system, computer-readable medium and method to detect and dynamically correct a transformation drift in a data pipeline, the method comprising detecting a change in a transformation performed by an upstream subsystem of the data pipeline on a data field of an output dataset of the upstream subsystem; classifying the data field as an impacted data field; identifying, based on the topology information, a downstream subsystem of the data pipeline downstream of the upstream subsystem; identifying an input dataset of the downstream subsystem including the impacted data field; and performing a corrective transformation on the impacted data field of the input dataset of the downstream subsystem","In this article, a system, computer-readable medium and method to detect and dynamically correct a transformation drift in a data pipeline is presented, the method comprising detecting a change in a transformation performed by an upstream subsystem of the data pipeline on a data field of an output dataset of the upstream subsystem, classifying the data field as an impacted data field, identifying, based on the topology information, a downstream subsystem of data pipeline downstream of the downstream subsystem, and performing a corrective transformation on the impacted data fields of the input dataset of downstream subsystem."
"Handling Concept Drift in Data Streams by Using Drift Detection Methods","https://scispace.com/paper/handling-concept-drift-in-data-streams-by-using-drift-auk5h7a93y","2019","Book Chapter","","Malini M. Patil","10.1007/978-981-13-1274-8_12","","The growth and development of the information and communication technology of the present era resulted in huge amount data generation It is found that the rate of data distribution is very high The data which is generated with varying distributions is referred to as data stream Few examples to quote, data generated with regard to applications related to mobile networks, sensor networks, network traffic monitoring and network traffic management, etc It is found that, the data generation process often change with respect to data distribution for any kind of concept, ie application which is referred to as concept drift Handling concept drift is a challenging task It is impossible to develop a model as it will be inconsistent in nature because of continuous change The present work emphasises on handling the concept drifts, using different drift detection methods using Massive Online Analysis Framework The important feature of the present study is varying size of a data stream (50,000–250,000) Totally the Concept Drift is handled using 11 drift detection methods using 2 stream generators abrupt and gradual under this frame work respectively","The present work emphasises on handling the concept drifts, using different drift detection methods using Massive Online Analysis Framework, using varying size of a data stream (50,000–250,000)."
"Detecting and Identifying Data Drifts in Process Event Streams Based on Process Histories","https://scispace.com/paper/detecting-and-identifying-data-drifts-in-process-event-1ygu69xqvg","2019","Book Chapter","Conference on Advanced Information Systems Engineering","Florian Stertz
Stefanie Rinderle-Ma","10.1007/978-3-030-21297-1_21","","Volatile environments force companies to adapt their processes, leading to so called concept drifts during run-time. Concept drifts do not only affect the control flow, but also process data. An example are manufacturing processes where a multitude of machining parameters are necessary to drive the production and might be subject to change due to e.g., machine errors. Detecting such data drifts immediately can help to trigger exception handling in time and to avoid gradual deterioration of the process execution quality. This paper provides online algorithms for concept drift detection in process data employing the concept of process histories. The feasibility of the algorithms is shown based on a prototypical implementation and the analysis of a real-world data set from the manufacturing domain.","This paper provides online algorithms for concept drift detection in process data employing the concept of process histories and the feasibility of the algorithms is shown based on a prototypical implementation and the analysis of a real-world data set from the manufacturing domain."
"Detecting drifts in data streams using Kullback-Leibler (KL) divergence measure for data engineering applications","https://scispace.com/paper/detecting-drifts-in-data-streams-using-kullback-leibler-kl-wm9uk7yhe1","2024","Journal Article","Journal of Data, Information and Management","Job Kurian
Mohamed Allali","10.1007/s42488-024-00119-y","https://scispace.compdf/detecting-drifts-in-data-streams-using-kullback-leibler-kl-wm9uk7yhe1.pdf","Abstract The exponential growth of data coupled with the widespread application of artificial intelligence(AI) presents organizations with challenges in upholding data accuracy, especially within data engineering functions. While the Extraction, Transformation, and Loading process addresses error-free data ingestion, validating the content within data streams remains a challenge. Prompt detection and remediation of data issues are crucial, especially in automated analytical environments driven by AI. To address these issues, this study focuses on detecting drifts in data distributions and divergence within data fields processed from different sample populations. Using a hypothetical banking scenario, we illustrate the impact of data drift on automated decision-making processes. We propose a scalable method leveraging the Kullback-Leibler (KL) divergence measure, specifically the Population Stability Index (PSI), to detect and quantify data drift. Through comprehensive simulations, we demonstrate the effectiveness of PSI in identifying and mitigating data drift issues. This study contributes to enhancing data engineering functions in organizations by offering a scalable solution for early drift detection in data ingestion pipelines. We discuss related research works, identify gaps, and present the methodology and experiment results, underscoring the importance of robust data governance practices in mitigating risks associated with data drift and improving data observability. ","Data drift detection using KL divergence measure for data engineering applications. This study proposes a scalable method to detect and quantify data drift in data ingestion pipelines using the Kullback-Leibler (KL) divergence measure."
"Detecting and addressing model drift: Automated monitoring and real-time retraining in ML pipelines","https://scispace.com/paper/detecting-and-addressing-model-drift-automated-monitoring-pagw13st56ub","2019","Journal Article","World Journal Of Advanced Research and Reviews","Mohan Raja Pulicharla","10.30574/wjarr.2019.3.2.0189","","As machine learning (ML) models transition from development to deployment, their performance can degrade over time due to changes in underlying data distributions, a phenomenon known as model drift. If left unaddressed, model drift can lead to inaccurate predictions, biased outcomes, and poor business decisions. To mitigate this risk, automated model monitoring and real-time retraining are essential in modern ML pipelines. Model drift can manifest in several forms, including concept drift, where the relationship between features and labels changes; covariate shift, where the distribution of input features evolves; and label drift, where the frequency of class labels varies over time. Detecting and addressing model drift is crucial for maintaining model accuracy and reliability, particularly in high-stakes applications such as financial fraud detection, healthcare diagnostics, and predictive maintenance. This paper explores various methodologies for detecting model drift, including statistical techniques, drift detection algorithms, and real-time anomaly detection frameworks. We discuss key performance monitoring tools such as Prometheus, Grafana, AWS SageMaker Model Monitor, and Evidently AI that facilitate proactive drift identification. Additionally, we highlight strategies for implementing automated model retraining pipelines using MLOps frameworks like Kubeflow, Apache Airflow, and MLflow, ensuring seamless integration with production environments. A significant focus is placed on real-time retraining approaches, where model updates are triggered dynamically based on performance metrics, drift thresholds, and adaptive learning mechanisms. We analyze trade-offs between scheduled vs. event-driven retraining, discuss CI/CD workflows for ML models, and present case studies that showcase the impact of drift management in real-world applications. Finally, we address challenges associated with automated drift mitigation, including computational cost, ethical considerations, and data latency issues. Future research directions explore the role of federated learning, large-scale reinforcement learning, and AI-augmented drift detection techniques to enhance robustness in continuously evolving ML systems. Through a comprehensive study of model drift detection and mitigation strategies, this paper aims to provide actionable insights for data scientists, MLOps engineers, and AI practitioners to build resilient, self-healing ML pipelines that sustain performance in dynamic data environments. ","This paper explores methodologies for detecting and addressing model drift in ML pipelines, including statistical techniques, drift detection algorithms, and real-time anomaly detection frameworks, to maintain model accuracy and reliability in high-stakes applications."
"A multi-components approach to monitoring process structure and customer behaviour concept drift","https://scispace.com/paper/a-multi-components-approach-to-monitoring-process-structure-nyh2q3n3","2022","Journal Article","Expert Systems With Applications","Lingkai Yang
Sally McClean
Mark Donnelly
Kevin Burke
Kashaf Naseer Khan","10.1016/j.eswa.2022.118533","","Concept drifts within business processes are viewed as variations in the business circumstances, such as structural and behavioural changes in the control-flow, which necessitate process refinement and model updating. Existing approaches, such as relation-based precedence rules, tuned to detect drifts in the process structure are often not well suited to detecting changes in customer behaviour. This paper proposes a concept drift detector employing multi-components originating from Discrete-time Markov chains to detect, localize and reason about concept drifts in both process structure and customer behaviour of the control-flow. The approach was compared with three commonly used methods using 52 artificial event logs representing various types of drift (sudden and gradual, structural and behavioural). Experimental results demonstrated desirable performance with average F1 scores of 0.871 and 0.893 under structural and behavioural drifts, respectively. The approach was also employed in a real-life hospital billing dataset. The main contribution of this paper is a concept drift detector that is able to detect and explain root causes of control-flow changes whether such variations occurred suddenly or gradually. • A method for detecting sudden and gradual drifts in process event data. • The method can detect structural and behavioural process drifts. • A sliding window framework associated with the proposed drift detector. • The method can detect, localize and rationalize process drifts. ","In this article , a concept drift detector employing multi-components originating from Discrete-time Markov chains is proposed to detect, localize and reason about concept drifts in both process structure and customer behaviour of the control-flow."
"Characterizing drift from event streams of business processes","https://scispace.com/paper/characterizing-drift-from-event-streams-of-business-o4lkwa1rm0","2017","Journal Article","Lecture Notes in Computer Science","Alireza Ostovar
Abderrahmane Maaradji
M La Rosa
Ahm Ter Hofstede","","","© Springer International Publishing AG 2017. Early detection of business process drifts from event logs enables analysts to identify changes that may negatively affect process performance. However, detecting a process drift without characterizing its nature is not enough to support analysts in understanding and rectifying process performance issues. We propose a method to characterize process drifts from event streams, in terms of the behavioral relations that are modified by the drift. The method builds upon a technique for online drift detection, and relies on a statistical test to select the behavioral relations extracted from the stream that have the highest explanatory power. The selected relations are then mapped to typical change patterns to explain the detected drifts. An extensive evaluation on synthetic and real-life logs shows that our method is fast and accurate in characterizing process drifts, and performs significantly better than alternative techniques.","In this article, the authors proposed a method to characterize process drifts from event streams, in terms of the behavioral relations that are modified by the drift, and mapped the selected relations to typical change patterns to explain the detected drifts."
"Open-Source Drift Detection Tools in Action: Insights from Two Use Cases","https://scispace.com/paper/open-source-drift-detection-tools-in-action-insights-from-2eomdc8p27","2024","Preprint","","Renate Müller
Mohamed Abdelaal
Davor Stjelja","10.48550/arxiv.2404.18673","https://scispace.compdf/open-source-drift-detection-tools-in-action-insights-from-2eomdc8p27.pdf","Data drifts pose a critical challenge in the lifecycle of machine learning (ML) models, affecting their performance and reliability. In response to this challenge, we present a microbenchmark study, called D3Bench, which evaluates the efficacy of open-source drift detection tools. D3Bench examines the capabilities of Evidently AI, NannyML, and Alibi-Detect, leveraging real-world data from two smart building use cases.We prioritize assessing the functional suitability of these tools to identify and analyze data drifts. Furthermore, we consider a comprehensive set of non-functional criteria, such as the integrability with ML pipelines, the adaptability to diverse data types, user-friendliness, computational efficiency, and resource demands. Our findings reveal that Evidently AI stands out for its general data drift detection, whereas NannyML excels at pinpointing the precise timing of shifts and evaluating their consequent effects on predictive accuracy. ","D3Bench microbenchmark evaluates the efficacy of open-source drift detection tools, Namely Evidently AI, NannyML, and Alibi-Detect, using real-world data from smart building use cases. The study prioritizes functional suitability and non-functional criteria to identify and analyze data drifts."
"Federated Learning Drift Detection: An Empirical Study on the Impact of Concept and Data Drift","https://scispace.com/paper/federated-learning-drift-detection-an-empirical-study-on-the-363ui0unj5se","2024","Journal Article","","Leyla Rahimli
Feras M. Awaysheh
Sawsan Al Zubi
Sadi Alawadi","10.1109/flta63145.2024.10839814","","Federated Learning (FL) has emerged as a transformative paradigm in machine learning, enabling decentralized model training while preserving data privacy across multiple clients. FL addresses critical privacy concerns but introduces challenges related to model drift. Model drift is a phenomenon where the model degrades over time due to changes in the underlying data distribution or the relationships between input features and target variables. This paper proposes a novel drift detection and management methodology within federated environments. Our experimental analysis demonstrates the effectiveness of the proposed drift detection framework. The study systematically evaluates the impact of drift on model performance metrics, including accuracy, F1 score, Cohen's kappa, and ROC. The findings indicate that even minimal drift in a subset of clients can significantly degrade the global model's performance, underscoring the importance of robust drift detection. The proposed solution enhances the reliability and accuracy of federated models and addresses the scalability and privacy-preserving requirements inherent in FL environments.","This study proposes a novel drift detection framework for Federated Learning, demonstrating its effectiveness in mitigating model degradation due to concept and data drift, and highlighting the importance of robust drift detection for reliable and accurate global model performance."
