"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Drift correction in integrators","https://scispace.com/paper/drift-correction-in-integrators-11ie664ods","1991","Patent","","Dudding John","","","A measurement output signal of an integrator is converted (ADC) to a digital signal and then processed in a microprocessor; and the output obtained when a measurement signal is present is compared with the output obtained due to drift errors alone as previously determined for that integrator whereby to produce a measurement output signal substantially free from drift errors.","In this paper, a measurement output signal of an integrator is converted (ADC) to a digital signal and then processed in a microprocessor; and the output obtained when a measurement signal is present is compared with output obtained due to drift errors alone as previously determined for that integrator."
"Correction for long-term instrumental drift","https://scispace.com/paper/correction-for-long-term-instrumental-drift-44kk4p7mo2","2002","Journal Article","X-Ray Spectrometry","Richard M. Rousseau","10.1002/XRS.582","","A method of correcting for instrumental drift must be associated with any calibration procedure in order to validate the stored calibration data (slopes and intercepts) over a long period of time. Indeed, it can usually be observed that the drift is negligible for a 24 h period, but over longer periods corrections to the measured intensities have to be made. These corrections are based on the measurement of special specimens known as drift monitors or simply monitors. Physically, the monitor can comprise one to several specimens, each containing one or several analytes of which the intensity of each analyte is slightly higher than the highest intensity in the analyte concentration range. The other two essential properties of a monitor are its stability over time and reproducibility of its intensity measurements. A drift correction must be applied to the measured intensities of every analyte using one, two or several monitors depending on the spread of the intensity ranges. Some drift correction methods are proposed and it is explained how to combine them with the calibration procedure in order to obtain precise analytical results over long periods of time from the same set of calibration data. Copyright © 2002 John Wiley & Sons, Ltd.","In this article, the drift correction method is combined with the calibration procedure in order to obtain precise analytical results over long periods of time from the same set of calibration data, using one, two or several monitors depending on the spread of the intensity ranges."
"Self-Healing Approach in the FastFix Project.","https://scispace.com/paper/self-healing-approach-in-the-fastfix-project-1ev7wclfwh","2011","","","Benoit Gaudin
Mike Hinchey","","","The EU FP7 FastFIX project tackles issues related to remote software maintenance. In order to achieve this, the project considers approaches relying on context elicitation, event correlation, fault-replication and self-healing. Self-healing helps systems return to a normal state after the occurrence of a fault or vulnerability exploitation has been detected. The problem is intuitively appealing as a way to automate the different maintenance type processes (corrective, adaptive and perfective) and forms an interesting area of research that has inspired many research initiatives. In this paper, we propose a framework for automating corrective maintenance and present its early stage development, based on software control principles. Our approach automates the engineering of self-healing systems as it does not require the system to be designed in a specific way. Instead it can be applied to legacy systems and automatically equips them with observation and control points. Moreover, the proposed approach relies on a sound control theory developed for Discrete Event Systems. Finally, this paper contributes to the field by introducing challenges for effective application of this approach to relevant industrial systems.","This paper proposes a framework for automating corrective maintenance and presents its early stage development, based on software control principles, that can be applied to legacy systems and automatically equips them with observation and control points."
"Autonomous cloud engineering: The rise of self-healing AWS infrastructure using AI and event-driven automation","https://scispace.com/paper/autonomous-cloud-engineering-the-rise-of-self-healing-aws-8xkgdqiytjmr","2025","Journal Article","World Journal of Advanced Engineering Technology and Sciences","Sreeja Reddy Challa","10.30574/wjaets.2025.15.2.0810","","This article explores the emergence of autonomous cloud engineering as a paradigm shift in AWS infrastructure management, examining how the integration of artificial intelligence, event-driven automation, and self-healing workflows is transforming operational practices. The article investigates the evolution from reactive monitoring to proactive self-healing systems that can detect, diagnose, and remediate failures autonomously across multiple AWS accounts. The article analyzes key components of this architecture, including AI-driven anomaly detection through services like DevOps Guru and GuardDuty, automated remediation frameworks using Lambda and Step Functions, and event-driven governance through AWS Config and Security Hub. Through case studies of enterprise implementations, the article quantifies the substantial operational benefits: reductions in mean time to resolution, decreases in downtime, and shorter security vulnerability lifespans. We present a maturity model for implementation, an economic analysis demonstrating typical ROI within 9-14 months, and organizational considerations for successful adoption. Finally, the article examines future directions in autonomous cloud engineering, including applications of generative AI, the evolution of intelligent Infrastructure as Code, and the ethical considerations surrounding appropriate human oversight as autonomous capabilities continue to advance. ","This article explores autonomous cloud engineering in AWS, integrating AI, event-driven automation, and self-healing workflows to transform operational practices, reducing downtime, and improving security through proactive systems and automated remediation frameworks."
"FastFix: A Control Theoretic View of Self-Healing for Automatic Corrective Software Maintenance","https://scispace.com/paper/fastfix-a-control-theoretic-view-of-self-healing-for-jb79xxhmj0","2012","Journal Article","Scalable Computing: Practice and Experience","Benoit Gaudin
Mike Hinchey
Emil Vassev
Paddy Nixon
João Garcia
Walid Maalej","10.12694/SCPE.V13I1.763","https://scispace.com/pdf/fastfix-a-control-theoretic-view-of-self-healing-for-jb79xxhmj0.pdf","One of the main objectives of self-adaptive systems is to reduce maintenance costs through automatic adaptation. Self-healing is a self-adapting property that helps systems return to a normal state after a fault or vulnerability exploit has been detected. The problem is intuitively appealing as a way to automate the different type of maintenance processes (corrective, adaptive and perfective) and forms an interesting area of research that has inspired many initiatives. As a result, several surveys on self-healing have been published to describe the state of the art in this field. According to those surveys, the major trend towards finding a solution of the self-healing problem relies on redundancy that may concern both architecture and code resources. These approaches are therefore better suited to address adaptive and perfective maintenance. As part of the EU FP7 FastFix project, we focus on self-healing for corrective maintenance. We propose a framework for automating corrective maintenance that is based on software control principles. Our approach automates the engineering of self-healing systems as it does not require the system to be designed in a specific way. Instead it can be applied to legacy systems and automatically equip them with observation and control points. Moreover, the proposed approach relies on a sound control theory developed for Discrete Event Systems. Finally, this paper contributes to the field by introducing challenges to the effective application of this approach to relevant industrial systems. Some of these challenges are currently being tackled within FastFix.","Challenges are introduced to the effective application of the proposed framework for automating corrective maintenance that is based on software control principles, which relies on a sound control theory developed for Discrete Event Systems."
"Demystifying infrastructure automation: Evolving from scripts to self-healing systems","https://scispace.com/paper/demystifying-infrastructure-automation-evolving-from-scripts-1bdyyexosazn","2025","Journal Article","World Journal Of Advanced Research and Reviews","Mahipal Reddy Yalla","10.30574/wjarr.2025.26.2.1987","","Infrastructure automation has undergone a revolutionary transformation from rudimentary scripting tools to sophisticated AI-driven platforms, fundamentally reshaping enterprise IT operations and competitive dynamics. This evolution began with basic automation scripts in the 1990s, which offered limited coverage and required extensive maintenance, before progressing through several distinct technological epochs. The emergence of configuration management platforms between 2005-2012 introduced the transformative ""infrastructure as code"" paradigm, enabling version-controlled deployments and reducing configuration drift by over 80%. Cloud orchestration and containerization subsequently accelerated this progression, with enterprises achieving deployment time reductions exceeding 94% and dramatic improvements in operational efficiency. The integration of artificial intelligence represents the latest evolutionary stage, with AIOps platforms detecting anomalies before conventional tools and autonomously resolving routine incidents with exceptional accuracy. Beyond technical benefits, these advancements deliver substantial business value, including accelerated time-to-market, dramatically reduced operational costs, enhanced resilience, improved scalability, and optimized talent utilization. Organizations leveraging advanced automation demonstrate significantly higher profit margins, market share growth, and innovation throughput compared to traditional counterparts. As infrastructure environments continue to increase in complexity and scale, AI-driven automation has become not merely a technological advancement but a strategic business imperative essential for maintaining competitive advantages in rapidly evolving digital markets. ","Infrastructure automation has evolved from basic scripting to AI-driven platforms, transforming enterprise IT operations with significant technical and business benefits, including accelerated time-to-market, reduced costs, and improved scalability, making AI-driven automation a strategic business imperative."
"Self-Healing Cloud: Autonomous Resilience through Reinforcement Learning","https://scispace.com/paper/self-healing-cloud-autonomous-resilience-through-0wk55wfwlnd6","2025","Journal Article","European modern studies journal","Rakesh Kumar Gouri Neni","10.59573/emsj.9(5).2025.48","","This article presents an autonomous resilience framework for cloud computing environments that leverages reinforcement learning (RL) to enable self-healing capabilities. The framework embeds intelligent agents throughout the cloud stack to continuously monitor system health, detect anomalies, and automatically implement remediation actions without human intervention. Drawing inspiration from biological self-healing systems, the approach creates a distributed intelligence architecture that transforms cloud management from reactive to proactive operations. The system employs a comprehensive simulation environment for training RL agents, a carefully engineered multi-dimensional reward function, and a hierarchical decision-making framework. Extensive evaluation through both simulation and real-world testbed experiments demonstrates significant improvements in incident detection and recovery times, root cause identification accuracy, service availability during attacks, and overall operational efficiency. The framework exhibits emergent adaptive behaviors, including anticipatory actions that preemptively address potential failures before they impact service delivery, representing a paradigm shift in cloud infrastructure resilience. ","This article presents a self-healing cloud framework using reinforcement learning, enabling autonomous resilience through intelligent agents that monitor system health, detect anomalies, and implement remediation actions without human intervention, improving incident detection and recovery times."
"FastFIX: An approach to self-healing","https://scispace.com/paper/fastfix-an-approach-to-self-healing-3jbbju3oi2","2011","Proceedings Article","Federated Conference on Computer Science and Information Systems","Benoit Gaudin
Mike Hinchey","","https://ieeexplore.ieee.org/iel5/6068195/6078170/06078234.pdf","The EU FP7 FastFIX project tackles issues related to remote software maintenance. In order to achieve this, the project considers approaches relying on context elicitation, event correlation, fault-replication and self-healing. Self-healing helps systems return to a normal state after the occurrence of a fault or vulnerability exploitation has been detected. The problem is intuitively appealing as a way to automate the different maintenance type processes (corrective, adaptive and perfective) and forms an interesting area of research that has inspired many research initiatives. In this paper, we propose a framework for automating corrective maintenance and present its early stage development, based on software control principles. Our approach automates the engineering of self-healing systems as it does not require the system to be designed in a specific way. Instead it can be applied to legacy systems and automatically equips them with observation and control points. Moreover, the proposed approach relies on a sound control theory developed for Discrete Event Systems. Finally, this paper contributes to the field by introducing challenges for effective application of this approach to relevant industrial systems.","This paper proposes a framework for automating corrective maintenance and presents its early stage development, based on software control principles, that can be applied to legacy systems and automatically equips them with observation and control points."
"Autonomic Computing: Applications of Self-Healing Systems","https://scispace.com/paper/autonomic-computing-applications-of-self-healing-systems-4n6dbrtywz","2011","Proceedings Article","","M. Mousa Al-Zawi
Dhiya Al-Jumeily
Abir Hussain
A. Taleb-Bendiab","10.1109/DESE.2011.22","","Self -- Management systems are the main objective of Autonomic Computing (AC), and it is needed to increase the running system's reliability, stability, and performance. This field needs to investigate some issues related to complex systems such as, self-awareness system, when and where an error state occurs, knowledge for system stabilization, analyze the problem, healing plan with different solutions for adaptation without the need for human intervention. This paper focuses on self-healing which is the most important component of Autonomic Computing. Self-healing is a technique that aims to detect, analyze, and repair existing faults within the system. All of these phases are accomplished in real-time system. In this approach, the system is capable of performing a reconfiguration action in order to recover from a permanent fault. Moreover, self-healing system should have the ability to modify its own behavior in response to changes within the environment. Recursive neural network has been proposed and used to solve the main challenges of self-healing, such as monitoring, interpretation, resolution, and adaptation.","This paper focuses on self-healing which is the most important component of Autonomic Computing, a technique that aims to detect, analyze, and repair existing faults within the system."
"Self-healing systems - survey and synthesis","https://scispace.com/paper/self-healing-systems-survey-and-synthesis-58w33dazh8","2007","Journal Article","Decision Support Systems","Debanjan Ghosh
Raj Sharman
H. Raghav Rao
Shambhu Upadhyaya","10.1016/J.DSS.2006.06.011","","As modern software-based systems and applications gain in versatility and functionality, the ability to manage inconsistent resources and service disparate user requirements becomes increasingly imperative. Furthermore, as systems increase in complexity, rectification of system faults and recovery from malicious attacks become more difficult, labor-intensive, expensive, and error-prone. These factors have actuated research dealing with the concept of self-healing systems. Self-healing systems attempt to ''heal'' themselves in the sense of recovering from faults and regaining normative performance levels independently the concept derives from the manner in which a biological system heals a wound. Such systems employ models, whether external or internal, to monitor system behavior and use inputs obtaining therefore to adapt themselves to the run-time environment. Researchers have approached this concept from several different angles this paper surveys research in this field and proposes a strategy of synthesis and classification.","Research in self-healing systems is surveyed and a strategy of synthesis and classification is proposed to adapt themselves to the run-time environment."
"Demystifying self-healing cloud architectures: Building resilient systems for modern applications","https://scispace.com/paper/demystifying-self-healing-cloud-architectures-building-n64sk47xcid2","2025","Journal Article","World Journal of Advanced Engineering Technology and Sciences","Praveen Kumar Thota","10.30574/wjaets.2025.15.1.0426","","This article presents a comprehensive overview of self-healing cloud architectures, examining their transformative impact on modern infrastructure design. It details how these intelligent systems automatically detect, diagnose, and recover from failures without manual intervention, significantly reducing downtime and operational costs across various industries. The article explores the foundational components of self-healing systems including health monitoring, automation frameworks, and AI-driven predictive capabilities. It further examines implementation strategies such as microservices architecture, circuit breakers, and observability practices that collectively enhance system resilience. Through real-world applications in e-commerce, financial services, and cloud-native environments, the article demonstrates how self-healing capabilities have become essential for maintaining service availability and business continuity in today's competitive digital landscape. ","This article provides a comprehensive overview of self-healing cloud architectures, detailing how intelligent systems automatically detect, diagnose, and recover from failures, reducing downtime and costs across various industries through AI-driven predictive capabilities and implementation strategies."
"Amplifier nonlinear offset drift correction","https://scispace.com/paper/amplifier-nonlinear-offset-drift-correction-1hau8sivk5","2020","Patent","","Wan Quan","","","An amplifier circuit comprises a differential input stage configured to receive a differential input signal, wherein the differential input stage is susceptible to an offset error that includes a linear offset error portion and a nonlinear offset error portion; and an offset error correction circuit coupled to the differential input stage and configured to apply a second order error correction signal to the differential input stage to reduce the nonlinear portion of the offset error.","In this article, the offset error correction circuit coupled to the differential input stage and configured to apply a second order error correction signal to reduce the nonlinear portion of offset error is used."
"Predictive self-healing error remediation architecture","https://scispace.com/paper/predictive-self-healing-error-remediation-architecture-267kp0nu9j","2019","Patent","","Joshi Sarang Padmakar
Nanal Mihir","","","Systems and methods for remediating errors in distributed computing are provided. A system may include a remediation node. The remediation node may forecast receipt of a service request by a service authority. The service request may be configured to cause the service authority to modify a service assigned to an account. The service authority may be in communication with a plurality of source systems. The remediation node may acquire, from at least one of the source systems, a service parameter in which the service authority is configured to access to process the service request. The remediation node may determine an error condition corresponding to the service parameter. The remediation node may communicate, in response to determination of error condition, a remediation instruction to the at least one of the source systems, the remediation instruction configured to cause the at least one of the source systems to modify the service parameter.","In this article, a system may include a remediation node that determines an error condition corresponding to the service parameter and, in response to the determination of error condition, send the remediation instruction to the at least one of the source systems."
"Case-based reasoning for autonomous service failure diagnosis and remediation in software systems","https://scispace.com/paper/case-based-reasoning-for-autonomous-service-failure-4dxao7lwc3","2006","Book Chapter","Lecture Notes in Computer Science","Stefania Montani
Cosimo Anglano","10.1007/11805816_36","https://scispace.com/pdf/case-based-reasoning-for-autonomous-service-failure-4dxao7lwc3.pdf","Self-healing, one of the four key properties characterizing Autonomic Systems, aims to enable large-scale software systems delivering complex services on a 24/7 basis to meet their goals without any human intervention. Achieving self-healing requires the elicitation and maintenance of domain knowledge in the form of 〈service failure diagnosis, remediation strategy〉 patterns, a task which can be overwhelming. Case-Based Reasoning (CBR) is a lazy learning paradigm that largely reduces this kind of knowledge acquisition bottleneck. Moreover, the application of CBR for failure diagnosis and remediation in software systems appears to be very suitable, as in this domain most errors are re-occurrences of known problems. In this paper, we describe a CBR approach for providing large-scale, distributed software systems with self-healing capabilities, and demonstrate the practical applicability of our methodology by means of some experimental results on a real world application.","A CBR approach for providing large-scale, distributed software systems with self-healing capabilities is described, and the practical applicability of the methodology is demonstrated by means of some experimental results on a real world application."
"System and method for automated issue remediation for information technology infrastructure","https://scispace.com/paper/system-and-method-for-automated-issue-remediation-for-4zehsey2ss","2016","Patent","","David Mah
Macfiggen Scott
John Watson","","","A system and method for extensible, protective, and verifiable automated issue remediation for information technology infrastructure comprises invoking an application programming interface to obtain at least one issue object corresponding to an alert generated by a monitoring system; matching the issue object to at least one diagnosis plugin of a plurality of diagnosis plugins; obtaining a prescription object from the diagnosis plugin, the prescription object comprising a remedy; and invoking the remedy after verifying the remedy is authorized to proceed.","In this article, a system and method for extensible, protective, and verifiable automated issue remediation for information technology infrastructure comprises invoking an application programming interface to obtain at least one issue object corresponding to an alert generated by a monitoring system; matching the issue object to at least a diagnosis plugin of a plurality of diagnosis plugins; obtaining a prescription object from the diagnosis plugin, the prescription object comprising a remedy; and invoking the remedy after verifying the remedy is authorized to proceed."
"Proactive Self-healing System for Application Maintenance in Ubiquitous Computing Environment","https://scispace.com/paper/proactive-self-healing-system-for-application-maintenance-in-1bikrwodl3","2006","Journal Article","Lecture Notes in Computer Science","Jeongmin Park
Giliong Yoo
Chulho Jeong
Eunseok Lee","","","With evolving modem IT technology, one desirable characteristic of distributed of applications is self-healing, or the ability to reconfigure themselves on the fly to circumvent failure. Thus, the goal is to avoid catastrophic failure through prompt execution of remedial actions. This paper proposes a self-healing system that monitors, diagnoses and heals its own internal problems using self-awareness as contextual information. The proposed system consists of multi agents that analyze the log context, error events and resource status in order to perform self-diagnosis and self-healing. For rapid and efficient self-healing, for developing the proposed system, we use a 6-step process: monitoring, filtering, translation, diagnosis, decision and feedback. Our experiments conducted with a prototype system confirm the effectiveness of the proposed system.","In this paper, a self-healing system that monitors, diagnoses and heals its own internal problems using self-awareness as contextual information is proposed, which consists of multi agents that analyze the log context, error events and resource status in order to perform self-diagnosis and selfhealing."
"Predictive drift detection and correction","https://scispace.com/paper/predictive-drift-detection-and-correction-6a6btt6vqb","2017","Patent","","Maughan Jason
James T. Lovell
Richard W. Wellman
Kelly D. Phillipps","","","Apparatuses, systems, methods, and computer program products are disclosed for drift detection and correction for predictive analytics. A prediction module (202) applies a model to workload data to produce one or more predictive results. Workload data may include one or more records. A model may include one or more learned functions (702, 704, 706) based on training data. A drift detection module (204) detects a drift phenomenon relating to one or more predictive results. A predict-time fix module (206) may modify at least one predictive result in response to a drift phenomenon.","In this article, a drift detection module (204) detects a drift phenomenon relating to one or more predictive results and a predict-time fix module (206) may modify at least one predictive result in response to the drift phenomenon."
"Enterprise level cybersecurity automatic remediation","https://scispace.com/paper/enterprise-level-cybersecurity-automatic-remediation-1049dbfwug","2019","Patent","","Digiambattista Ernesto
Bezdedeanu Andrei
Kail Michael D","","","Automatic detection and remediation of cybersecurity threats to an information technology installation is disclosed. An information technology installation receives at an orchestration system a requested update which may include a configuration change, a code change, a change to a binary, or other change to the installation. A mirror instance of the installation is instantiated on a cloud infrastructure where the requested updated is applied and scanned for cybersecurity threats. Where cybersecurity threats are detected, a remediation response is identified. The update and the remediation response may either be sent to an administrator for acceptance prior to deployment to production, or may be deployed automatically, with rollback information generated in the event the administrator desires to undo the deployment. Information as to whether an administrator accepts or rejects an update and/or a remediation are stored in a community database to assist others to evaluate the update and/or remediation for their use.","In this article, an information technology installation receives at an orchestration system a requested update which may include a configuration change, code change, a change to a binary, or other change to the installation."
"Predictive dependency constraint directed self-healing for wireless sensor networks","https://scispace.com/paper/predictive-dependency-constraint-directed-self-healing-for-4ws4fnfxrc","2010","Proceedings Article","International Conference on Networked Sensing Systems","Jingyuan Li
Yafeng Wu
John A. Stankovic
Sang H. Son
Ziguo Zhong
Tian He
Bong Wan Kim
Seong-Soon Joo","10.1109/INSS.2010.5573547","https://scispace.com/pdf/predictive-dependency-constraint-directed-self-healing-for-4ws4fnfxrc.pdf","Wireless sensor networks are now being considered for mission critical applications, which are often largely unattended and need to operate reliably for years. However, due to the real world communication, sensing and failure realities, clock drift, and node faults, the system performance may degrade significantly over time. It is highly desirable that these natural deteriorations can be monitored continuously and can be corrected with self-healing when necessary. In this paper, we introduce a dependency constraint directed self-healing scheme for wireless sensor networks. We reveal that when self-healing services are being composed, certain dependency constraints, including invocation, parameter consistency, control and implicit assumption dependencies must be carefully identified and respected. We illustrate each of these dependency constraints through case studies in 3 different systems covering the typical functions of wireless sensor networks, including sensing, communication and tracking. Our research indicates that, following the dependency constraints in self-healing design is not only a must for the correctness of self-healing services, but is also a key to energy efficient self-healing.","A dependency constraint directed self-healing scheme for wireless sensor networks is introduced and it is revealed that following the dependency constraints in self- healing design is not only a must for the correctness of self- Healing services, but is also a key to energy efficient self-Healing."
"Remedial Actions for Self-Healing in Cyber-Physical Systems","https://scispace.com/paper/remedial-actions-for-self-healing-in-cyber-physical-systems-b4trjtj7h4h3","2025","Journal Article","","Obinna Johnphill
Ali Safaa Sadiq
Omprakash Kaiwartya
Mohammed Adam Taheird","10.21203/rs.3.rs-7030947/v1","https://scispace.compdf/remedial-actions-for-self-healing-in-cyber-physical-systems-b4trjtj7h4h3.pdf","<title>Abstract</title> Building upon our previous work on theLog Intelligence and Self-Healing System (LISH), whichutilised CountVectorizer and Multinomial Naive Bayes(MNB) for multi-platform anomaly detection, this pa-per advances the self-healing paradigm by operational-ising the autonomous execution of remedial actions fol-lowing anomaly classification. We introduce CROSS:Cross-platform Remediation and Observability Self-Healing System, a novel framework designed to auto-mate post-detection recovery tasks such as system up-dates, service restarts, device reboots, disk clean-up,and configuration enforcement across Android, Linux,macOS, and Windows environments. CROSS processespre-classified logs to detect elevated error and warninglevels per system and initiates platform-specific cor-rective actions through a unified handler mechanism.Upon breach, it triggers remediation routines tailoredto the target environment, ensuring contextual appro-priateness and minimal manual oversight. Prometheusmetrics are integrated to expose fine-grained teleme-try on detected anomalies and remedial actions, en-hancing observability and enabling external policy en-forcement or audit. Experimental validation across het-erogeneous cyber-physical system (CPS) environmentsdemonstrates significant improvements in recovery la-tency and fault tolerance. This research reinforces theimperative of automating the post-detection responsephase in security-focused self-healing systems. Futurework will address risk-aware remedial action selectionand integrate secure execution constraints to mitigate the threat surface introduced by autonomous system-level interventions. ","This paper introduces CROSS, a self-healing framework for cyber-physical systems, automating remedial actions across multiple platforms, enhancing recovery latency and fault tolerance, and integrating Prometheus metrics for improved observability and policy enforcement."
"Policy-driven automatic network fault remediation","https://scispace.com/paper/policy-driven-automatic-network-fault-remediation-5e70djb0vz","2012","Patent","","Karl Andre McCabe
Brian White
Brian Joseph Callan
Robert Kennedy","","","A policy-driven automatic network remediation service is described, which resides on the network and is triggered when a network fault is detected. Once triggered, the service automatically connects to network devices in the topological locale of the detected fault and collects diagnostic information from the affected area, running diagnostics which are appropriate to the fault type. The service can validate a set of preconditions prior to taking remedial action. For example, the service can empirically validate that the network topology is actually as expected and that automatic remediation would be safe and would not compromise network availability or redundancy. Diagnostic information can be recorded in a trouble ticket to support post-event auditing. Once the preconditions have been validated, the service can automatically take corrective action based on the type of the fault, such as shutting down an interface on a particular network device.","In this article, a policy-driven automatic network remediation service is described, which resides on the network and is triggered when a network fault is detected, once triggered, the service automatically connects to network devices in the topological locale of the detected fault and collects diagnostic information from the affected area, running diagnostics which are appropriate to the fault type."
"FastFix: A Control Theoretic View of Self-Healing for Automatic Corrective Software Maintenance","https://scispace.com/paper/fastfix-a-control-theoretic-view-of-self-healing-for-4efr9eh9nn","","Journal Article","","Benoit Gaudin
Michael G. Hinchey
Emil Vassev
Paddy Nixon
João Coelho Garcia
Walid Maalej","10.12694/scpe.v13i1.763","","One of the main objectives of self-adaptive systems is to reduce maintenance costs through automatic adaptation. Self-healing is a self-adapting property that helps systems return to a normal state after a fault or vulnerability exploit has been detected. The problem is intuitively appealing as a way to automate the different type of maintenance processes (corrective, adaptive and perfective) and forms an interesting area of research that has inspired many initiatives. As a result, several surveys on self-healing have been published to describe the state of the art in this field. According to those surveys, the major trend towards finding a solution of the self-healing problem relies on redundancy that may concern both architecture and code resources. These approaches are therefore better suited to address adaptive and perfective maintenance. As part of the EU FP7 FastFix project, we focus on self-healing for corrective maintenance. We propose a framework for automating corrective maintenance that is based on software control principles. Our approach automates the engineering of self-healing systems as it does not require the system to be designed in a specific way. Instead it can be applied to legacy systems and automatically equip them with observation and control points. Moreover, the proposed approach relies on a sound control theory developed for Discrete Event Systems. Finally, this paper contributes to the field by introducing challenges to the effective application of this approach to relevant industrial systems. Some of these challenges are currently being tackled within FastFix.","Challenges are introduced to the effective application of the proposed framework for automating corrective maintenance that is based on software control principles, which relies on a sound control theory developed for Discrete Event Systems."
"AI-Augmented Self-Healing Infrastructure: Combining Health Probes with Remediation Playbooks","https://scispace.com/paper/ai-augmented-self-healing-infrastructure-combining-health-mqhdw5brqkqg","2025","Journal Article","Journal of Information Systems Engineering and Management","Manoj Kumar Reddy Kalakoti","10.52783/jisem.v10i58s.12800","","Self-healing infrastructure has evolved as a foundational component in resilient, cloud-native systems. This paper introduces an advanced framework that enhances traditional health probe-driven remediation with artificial intelligence and machine learning. By integrating AI-powered anomaly detection, adaptive remediation strategies, and generative playbook synthesis, the proposed architecture transforms reactive fault response into a proactive, predictive, and autonomous paradigm. Utilizing native observability tools like Kubernetes, AWS CloudWatch, and Prometheus, combined with LLM-based pattern inference, we build a multi-tiered AI-driven monitoring system. Event-driven automation via AWS Lambda and EventBridge is extended with intelligent decision engines and reinforcement learning loops. Remediation workflows are executed through Ansible and AWS Systems Manager and enhanced by AI-generated playbooks tailored to novel incidents. Empirical validation shows dramatic reductions in MTTR, enhanced failure prevention rates, and lower operational overhead. This research redefines self-healing as an intelligent, continuously evolving capability vital for multi-cloud resilience. To our knowledge, this is the first framework to integrate LLMs and RL for playbook synthesis in self-healing cloud environments. ","This paper introduces an AI-augmented self-healing infrastructure framework that combines health probes with AI-driven remediation playbooks, utilizing native observability tools and machine learning to transform reactive fault response into a proactive, predictive, and autonomous paradigm."
"Towards Autonomous Kubernetes: A Framework for AI-Driven Operations (AIOps)","https://scispace.com/paper/towards-autonomous-kubernetes-a-framework-for-ai-driven-6nj8odu6hfri","2025","Journal Article","","Kishan Raj Bellala","10.38124/ijisrt/25sep1016","","The increasing use of Kubernetes has brought substantial operational complexity because manual management of its numerous dynamic components (pods, nodes, networks) is slow, error-prone, and unsustainable at scale. This research investigates how AIOps (Artificial Intelligence for IT Operations) principles can move past native automation to establish fully autonomous Kubernetes management. The proposed framework uses machine learning to detect anomalies, identify causes, and predict scaling needs before executing automatic remediation steps. Our methodology demonstrates that AIOps can enhance system reliability and reduce operational Toil while optimizing resource efficiency through closed-loop observation-action cycles, leading to self-healing Kubernetes ecosystems that require minimal human intervention. ","This research proposes an AI-driven framework for autonomous Kubernetes management, leveraging machine learning to detect anomalies, predict scaling needs, and execute automatic remediation, enhancing system reliability and reducing operational toil through closed-loop observation-action cycles."
"Drift Detection and Correction Post-Tracking","https://scispace.com/paper/drift-detection-and-correction-post-tracking-2bb2zts435","2020","Proceedings Article","International Conference on Acoustics, Speech, and Signal Processing","Tarek Ghoniemy
Maria A. Amer","10.1109/ICASSP40776.2020.9054179","","Accurate object tracking is a challenging problem due to numerous factors, that may cause the tracker to drift away from the target object. Typically, the output of a tracker is a bounding box (BB); such BB may not well discriminate the object from its background and may not be centered correctly around the object. This paper proposes a method that first detects, at each frame, if a tracker tends to drift by analyzing saliency features of the output BB of a tracker, and then applies automatic seeded object segmentation on the BB to correct the drift once detected. Such segmentation is meant to relocate (recenter) the BB adaptive to the object segmented. As seeds, we propose to use SIFT and salient points conditioned they are non-background pixels. Different than related work, our approach thus models drift external to a base tracker by examining its output BB at each and corrects drift, as needed, by updating that BB adaptive to segmentation. We show the ability of the proposed method to significantly improve the tracking quality of base trackers. We also show that the proposed method outperforms by far segmentation-based trackers.","A method that first detects, at each frame, if a tracker tends to drift by analyzing saliency features of the output BB of a tracker, and then applies automatic seeded object segmentation on the BB to correct the drift once detected is proposed."
"Drift correction circuit","https://scispace.com/paper/drift-correction-circuit-1bvh5hhy3y","1991","Patent","","Kumakawa Toshiaki
Ito Akira
Kamiya Yutaka","","","PURPOSE:To detect deteriorated resolution capability and to improve the accuracy by providing a circuit applying and detecting a prescribed offset voltage to an input amplifier while a shutter is closed and a circuit decreasing a reference voltage of an A/D converter at the detection of a drift component. CONSTITUTION:While a shutter 1 is closed, a prescribed offset voltage is applied to an input amplifier 4 and the output voltage is detected and a reference voltage of an A/D converter 5 is decreased at the detection of a drift component. That is, when the drift component is read from an input port 6-4, a reference voltage generating section 12 is controlled by an output of an output port 6-3 and the output is decreased more than the reference voltage during the picture scanning. Thus, the resolution of the A/D converter 5 is increased and accurate value is read.","In this paper, a prescribed offset voltage is applied to an input amplifier and the output voltage is detected and a reference voltage of an A/D converter 5 is decreased at the detection of a drift component."
